sourceCode,nameTh,nameEn
18508,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาเขตสุรินทร์,"Mahachulalongkornrajavidyalaya University — Campus, Surin (18508)"
18509,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาเขตพะเยา,"Mahachulalongkornrajavidyalaya University — Campus, Phayao (18509)"
18510,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาเขตบาฬีศึกษาพุทธโฆส,"Mahachulalongkornrajavidyalaya University — Campus, Nakhon Pathom (18510)"
18512,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์นครพนม,"Mahachulalongkornrajavidyalaya University — Buddhist College, Nakhon Phanom (18512)"
18513,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์เลย,"Mahachulalongkornrajavidyalaya University — Buddhist College, Loei (18513)"
18514,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์ลำพูน,"Mahachulalongkornrajavidyalaya University — Buddhist College, Lamphun (18514)"
18515,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาเขตนครสวรรค์,"Mahachulalongkornrajavidyalaya University — Campus, Nakhon Sawan (18515)"
18516,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์พุทธชินราช,"Mahachulalongkornrajavidyalaya University — Buddhist College, Phitsanulok (18516)"
18517,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสมทบ,"Mahachulalongkornrajavidyalaya University — Affiliated College, Bangkok (18517)"
18518,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์บุรีรัมย์,"Mahachulalongkornrajavidyalaya University — Buddhist College, Buriram (18518)"
18519,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์ปัตตานี,"Mahachulalongkornrajavidyalaya University — Buddhist College, Pattani (18519)"
18520,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์นครน่านเฉลิมพระเกียรติฯ,"Mahachulalongkornrajavidyalaya University — Buddhist College, Nan (18520)"
18521,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์นครลำปาง,"Mahachulalongkornrajavidyalaya University — Buddhist College, Lampang (18521)"
18522,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์พุทธโสธร ฉะเชิงเทรา,"Mahachulalongkornrajavidyalaya University — Buddhist College, Chachoengsao (18522)"
18523,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์ศรีสะเกษ,"Mahachulalongkornrajavidyalaya University — Buddhist College, Sisaket (18523)"
18524,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์เชียงราย,"Mahachulalongkornrajavidyalaya University — Buddhist College, Chiang Rai (18524)"
18525,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์ร้อยเอ็ด,"Mahachulalongkornrajavidyalaya University — Buddhist College, Roi Et (18525)"
18526,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์ชัยภูมิ,"Mahachulalongkornrajavidyalaya University — Buddhist College, Chaiyaphum (18526)"
18527,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์พิจิตร,"Mahachulalongkornrajavidyalaya University — Buddhist College, Phichit (18527)"
18528,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์สุพรรณบุรีศรีสุวรรณภูมิ,"Mahachulalongkornrajavidyalaya University — Buddhist College, Suphan Buri (18528)"
18529,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์ระยอง,"Mahachulalongkornrajavidyalaya University — Buddhist College, Rayong (18529)"
18530,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์มหาสารคาม,"Mahachulalongkornrajavidyalaya University — Buddhist College, Maha Sarakham (18530)"
18531,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์สุราษฎร์ธานี,"Mahachulalongkornrajavidyalaya University — Buddhist College, Surat Thani (18531)"
18532,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์อุทัยธานี,"Mahachulalongkornrajavidyalaya University — Buddhist College, Uthai Thani (18532)"
18533,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์เพชรบุรี,"Mahachulalongkornrajavidyalaya University — Buddhist College, Phetchaburi (18533)"
18534,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์ราชบุรี,"Mahachulalongkornrajavidyalaya University — Buddhist College, Ratchaburi (18534)"
18535,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์พุทธปัญญาศรีทวารวดี นครปฐม,"Mahachulalongkornrajavidyalaya University — Buddhist College, Nakhon Pathom (18535)"
18536,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์พ่อขุนผาเมือง เพชรบูรณ์,"Mahachulalongkornrajavidyalaya University — Buddhist College, Phetchabun (18536)"
18537,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์ชลบุรี,"Mahachulalongkornrajavidyalaya University — Buddhist College, Chon Buri (18537)"
18538,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์กาญจนบุรี ศรีไพบูลย์,"Mahachulalongkornrajavidyalaya University — Buddhist College, Kanchanaburi (18538)"
18539,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์จันทบุรี,"Mahachulalongkornrajavidyalaya University — Buddhist College, Chanthaburi (18539)"
18540,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์กำแพงเพชร,"Mahachulalongkornrajavidyalaya University — Buddhist College, Kamphaeng Phet (18540)"
18541,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์ตาก,"Mahachulalongkornrajavidyalaya University — Buddhist College, Tak (18541)"
18600,มหาวิทยาลัยมหามกุฏราชวิทยาลัย,Mahamakut Buddhist University
18601,มหาวิทยาลัยมหามกุฏราชวิทยาลัย วิทยาเขตมหาวชิราลงกรณราชวิทยาลัย,"Mahamakut Buddhist University — Campus, Phra Nakhon Si Ayutthaya (18601)"
18602,มหาวิทยาลัยมหามกุฏราชวิทยาลัย วิทยาเขตร้อยเอ็ด,"Mahamakut Buddhist University — Campus, Roi Et (18602)"
18603,มหาวิทยาลัยมหามกุฏราชวิทยาลัย วิทยาเขตล้านนา,"Mahamakut Buddhist University — Campus, Chiang Mai (18603)"
18604,มหาวิทยาลัยมหามกุฏราชวิทยาลัย วิทยาเขตศรีธรรมาโศกราช,"Mahamakut Buddhist University — Campus, Nakhon Si Thammarat (18604)"
18605,มหาวิทยาลัยมหามกุฏราชวิทยาลัย วิทยาเขตศรีล้านช้าง,"Mahamakut Buddhist University — Campus, Khon Kaen (18605)"
18606,มหาวิทยาลัยมหามกุฏราชวิทยาลัย วิทยาเขตสิรินธรราชวิทยาลัย,"Mahamakut Buddhist University — Campus, Nakhon Pathom (18606)"
18607,มหาวิทยาลัยมหามกุฏราชวิทยาลัย วิทยาเขตอีสาน,"Mahamakut Buddhist University — Campus, Khon Kaen (18607)"
18608,มหาวิทยาลัยมหามกุฏราชวิทยาลัย มหาปชาบดีเถรีวิทยาลัย ในพระสังฆราชูปถัมภ์,"Mahamakut Buddhist University — Campus, Nakhon Ratchasima (18608)"
18609,มหาวิทยาลัยมหามกุฏราชวิทยาลัย วิทยาลัยศาสนศาสตร์ยโสธร,"Mahamakut Buddhist University — College of Religious Studies, Yasothon (18609)"
18610,มหาวิทยาลัยมหามกุฏราชวิทยาลัย วิทยาลัยศาสนศาสตร์เฉลิมพระเกียรติกาฬสินธุ์,"Mahamakut Buddhist University — College of Religious Studies, Kalasin (18610)"
18611,มหาวิทยาลัยมหามกุฏราชวิทยาลัย วิทยาลัยศาสนศาสตร์นครราชสีมา,"Mahamakut Buddhist University — College of Religious Studies, Nakhon Ratchasima (18611)"
18700,สถาบันเทคโนโลยีปทุมวัน,Pathumwan Institute of Technology
18800,วิทยาลัยนครราชสีมา,Nakhon Ratchasima College
19100,มหาวิทยาลัยเทคโนโลยีราชมงคลธัญบุรี,Rajamangala University of Technology Thanyaburi
19101,มหาวิทยาลัยเทคโนโลยีราชมงคลธัญบุรี วิทยาเขตปทุมธานี,"Rajamangala University of Technology Thanyaburi — Campus, Pathum Thani (19101)"
19200,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,Rajamangala University of Technology Krungthep
19201,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ วิทยาเขตเทคนิคกรุงเทพฯ,"Rajamangala University of Technology Krungthep — Campus, Bangkok (19201)"
19202,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ วิทยาเขตบพิตรพิมุข มหาเมฆ,"Rajamangala University of Technology Krungthep — Campus, Bangkok (19202)"
19203,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ วิทยาเขตพระนครใต้,"Rajamangala University of Technology Krungthep — Campus, Bangkok (19203)"
19300,มหาวิทยาลัยเทคโนโลยีราชมงคลตะวันออก,Rajamangala University of Technology Tawan-Ok
19301,มหาวิทยาลัยเทคโนโลยีราชมงคลตะวันออก วิทยาเขตจักรพงษภูนารถ,"Rajamangala University of Technology Tawan-Ok — Campus, Bangkok (19301)"
19302,มหาวิทยาลัยเทคโนโลยีราชมงคลตะวันออก วิทยาเขตอุเทนถวาย,"Rajamangala University of Technology Tawan-Ok — Campus, Bangkok (19302)"
19303,มหาวิทยาลัยเทคโนโลยีราชมงคลตะวันออก วิทยาเขตบางพระ จังหวัดชลบุรี,"Rajamangala University of Technology Tawan-Ok — Campus, Chon Buri (19303)"
19304,มหาวิทยาลัยเทคโนโลยีราชมงคลตะวันออก วิทยาเขตจันทบุรี,"Rajamangala University of Technology Tawan-Ok — Campus, Chanthaburi (19304)"
19305,มหาวิทยาลัยเทคโนโลยีราชมงคลตะวันออก คณะเกษตรศาสตร์บางพระ จังหวัดชลบุรี,"Rajamangala University of Technology Tawan-Ok — Campus, Chon Buri (19305)"
19400,มหาวิทยาลัยเทคโนโลยีราชมงคลพระนคร,Rajamangala University of Technology Phra Nakhon
19401,มหาวิทยาลัยเทคโนโลยีราชมงคลพระนคร ศูนย์เทเวศร์,"Rajamangala University of Technology Phra Nakhon — Education Center, Bangkok (19401)"
19402,มหาวิทยาลัยเทคโนโลยีราชมงคลพระนคร ศูนย์โชติเวช,"Rajamangala University of Technology Phra Nakhon — Education Center, Bangkok (19402)"
19403,มหาวิทยาลัยเทคโนโลยีราชมงคลพระนคร ศูนย์พณิชยการพระนคร,"Rajamangala University of Technology Phra Nakhon — Education Center, Bangkok (19403)"
19405,มหาวิทยาลัยเทคโนโลยีราชมงคลพระนคร ศูนย์พระนครเหนือ,"Rajamangala University of Technology Phra Nakhon — Education Center, Bangkok (19405)"
19500,มหาวิทยาลัยเทคโนโลยีราชมงคลรัตนโกสินทร์,Rajamangala University of Technology Rattanakosin
19501,มหาวิทยาลัยเทคโนโลยีราชมงคลรัตนโกสินทร์ วิทยาเขตเพาะช่าง,"Rajamangala University of Technology Rattanakosin — Campus, Bangkok (19501)"
19502,มหาวิทยาลัยเทคโนโลยีราชมงคลรัตนโกสินทร์ วิทยาเขตบพิตรพิมุข จักรวรรดิ,"Rajamangala University of Technology Rattanakosin — Campus, Bangkok (19502)"
19503,มหาวิทยาลัยเทคโนโลยีราชมงคลรัตนโกสินทร์ วิทยาเขตศาลายา,"Rajamangala University of Technology Rattanakosin — Campus, Nakhon Pathom (19503)"
19504,มหาวิทยาลัยเทคโนโลยีราชมงคลรัตนโกสินทร์ วิทยาเขตวังไกลกังวล,"Rajamangala University of Technology Rattanakosin — Campus, Prachuap Khiri Khan (19504)"
19600,มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา,Rajamangala University of Technology Lanna
19601,มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา วิทยาเขตภาคพายัพจังหวัดเชียงใหม่,"Rajamangala University of Technology Lanna — Campus, Chiang Mai (19601)"
19602,มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา วิทยาเขตน่าน,"Rajamangala University of Technology Lanna — Campus, Nan (19602)"
19603,มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา วิทยาเขตลำปาง,"Rajamangala University of Technology Lanna — Campus, Lampang (19603)"
19604,มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา วิทยาเขตเชียงราย,"Rajamangala University of Technology Lanna — Campus, Chiang Rai (19604)"
19605,มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา วิทยาเขตตาก,"Rajamangala University of Technology Lanna — Campus, Tak (19605)"
19606,มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา วิทยาเขตพิษณุโลก,"Rajamangala University of Technology Lanna — Campus, Phitsanulok (19606)"
19607,มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา สถาบันวิจัยและฝึกอบรมการเกษตรลำปาง,"Rajamangala University of Technology Lanna — Campus, Lampang (19607)"
19700,มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย,Rajamangala University of Technology Srivijaya
19701,มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย วิทยาเขตสงขลา,"Rajamangala University of Technology Srivijaya — Campus, Songkhla (19701)"
19702,มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย วิทยาเขตนครศรีธรรมราช (พื้นที่ไสใหญ่),"Rajamangala University of Technology Srivijaya — Campus, Nakhon Si Thammarat (19702)"
19703,มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย วิทยาเขตตรัง,"Rajamangala University of Technology Srivijaya — Campus, Trang (19703)"
19704,มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย วิทยาเขตนครศรีธรรมราช (พื้นที่ทุ่งใหญ่),"Rajamangala University of Technology Srivijaya — Campus, Nakhon Si Thammarat (19704)"
19705,มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย วิทยาเขตนครศรีธรรมราช (พื้นที่ขนอม),"Rajamangala University of Technology Srivijaya — Campus, Nakhon Si Thammarat (19705)"
19800,มหาวิทยาลัยเทคโนโลยีราชมงคลสุวรรณภูมิ,Rajamangala University of Technology Suvarnabhumi
19801,มหาวิทยาลัยเทคโนโลยีราชมงคลสุวรรณภูมิ วิทยาเขตนนทบุรี,"Rajamangala University of Technology Suvarnabhumi — Campus, Nonthaburi (19801)"
19802,มหาวิทยาลัยเทคโนโลยีราชมงคลสุวรรณภูมิ วิทยาเขตพระนครศรีอยุธยา วาสุกรี,"Rajamangala University of Technology Suvarnabhumi — Campus, Phra Nakhon Si Ayutthaya (19802)"
19803,มหาวิทยาลัยเทคโนโลยีราชมงคลสุวรรณภูมิ วิทยาเขตพระนครศรีอยุธยา หันตรา,"Rajamangala University of Technology Suvarnabhumi — Campus, Phra Nakhon Si Ayutthaya (19803)"
19804,มหาวิทยาลัยเทคโนโลยีราชมงคลสุวรรณภูมิ วิทยาเขตสุพรรณบุรี,"Rajamangala University of Technology Suvarnabhumi — Campus, Suphan Buri (19804)"
19900,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน,Rajamangala University of Technology Isan
19901,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน นครราชสีมา,"Rajamangala University of Technology Isan — Campus, Nakhon Ratchasima (19901)"
19902,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน วิทยาเขตสุรินทร์,"Rajamangala University of Technology Isan — Campus, Surin (19902)"
19903,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน วิทยาเขตขอนแก่น,"Rajamangala University of Technology Isan — Campus, Khon Kaen (19903)"
19905,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน วิทยาเขตสกลนคร,"Rajamangala University of Technology Isan — Campus, Sakon Nakhon (19905)"
20100,มหาวิทยาลัยเฉลิมกาญจนา ศรีสะเกษ,Chalermkarnchana University
20101,มหาวิทยาลัยเฉลิมกาญจนา วิทยาเขตระยอง,"Chalermkarnchana University — Campus, Rayong (20101)"
20102,มหาวิทยาลัยเฉลิมกาญจนา สุรินทร์,"Chalermkarnchana University — Campus, Surin (20102)"
20103,มหาวิทยาลัยเฉลิมกาญจนา บุรีรัมย์,"Chalermkarnchana University — Campus, Buriram (20103)"
20104,มหาวิทยาลัยเฉลิมกาญจนา เพชรบูรณ์,"Chalermkarnchana University — Campus, Phetchabun (20104)"
20105,มหาวิทยาลัยเฉลิมกาญจนา นครศรีธรรมราช,"Chalermkarnchana University — Campus, Nakhon Si Thammarat (20105)"
20106,มหาวิทยาลัยเฉลิมกาญจนา ฉะเชิงเทรา,"Chalermkarnchana University — Campus, Chachoengsao (20106)"
20200,วิทยาลัยอินเตอร์เทคลำปาง,Lampang Inter-Tech College
20300,สถาบันวิทยาลัยชุมชน,Institute of Community Colleges
20301,วิทยาลัยชุมชนแม่ฮ่องสอน,Mae Hong Son Community College
20302,วิทยาลัยชุมชนพิจิตร,Phichit Community College
20303,วิทยาลัยชุมชนตาก,Tak Community College
20304,วิทยาลัยชุมชนบุรีรัมย์,Buriram Community College
20305,วิทยาลัยชุมชนมุกดาหาร,Mukdahan Community College
20306,วิทยาลัยชุมชนหนองบัวลำภู,Nong Bua Lamphu Community College
20307,วิทยาลัยชุมชนสระแก้ว,Sa Kaeo Community College
20308,วิทยาลัยชุมชนอุทัยธานี,Uthai Thani Community College
20309,วิทยาลัยชุมชนระนอง,Ranong Community College
20310,วิทยาลัยชุมชนนราธิวาส,Narathiwat Community College
20311,วิทยาลัยชุมชนยะลา,Yala Community College
20312,วิทยาลัยชุมชนปัตตานี,Pattani Community College
20313,วิทยาลัยชุมชนสตูล,Satun Community College
20314,วิทยาลัยชุมชนสมุทรสาคร,Samut Sakhon Community College
20315,วิทยาลัยชุมชนยโสธร,Yasothon Community College
20316,วิทยาลัยชุมชนพังงา,Phang Nga Community College
20317,วิทยาลัยชุมชนตราด,Trat Community College
20318,วิทยาลัยชุมชนแพร่,Phrae Community College
20319,วิทยาลัยชุมชนสงขลา,Songkhla Community College
20320,วิทยาลัยชุมชนน่าน,Nan Community College
20321,วิทยาลัยชุมชนสุโขทัย,Sukhothai Community College
20400,โรงเรียนนายร้อยพระจุลจอมเกล้า,Chulachomklao Royal Military Academy
20500,โรงเรียนนายเรือ,Royal Thai Naval Academy
20600,โรงเรียนนายเรืออากาศนวมินทกษัตริยาธิราช,Navaminda Kasatriyadhiraj Royal Thai Air Force Academy
20700,วิทยาลัยแพทยศาสตร์พระมงกุฎเกล้า,Phramongkutklao College of Medicine
20800,วิทยาลัยพยาบาลกองทัพบก,Royal Thai Army Nursing College
20900,วิทยาลัยพยาบาลกองทัพเรือ,Royal Thai Navy College of Nursing
21000,วิทยาลัยพยาบาลทหารอากาศ,Royal Thai Air Force Nursing College
21100,โรงเรียนนายร้อยตำรวจ,Royal Police Cadet Academy
21200,วิทยาลัยพยาบาลตำรวจ,Police Nursing College
21300,ศูนย์ฝึกพาณิชย์นาวี,Merchant Marine Training Centre
21400,สถาบันพระบรมราชชนก,Praboromarajchanok Institute
21401,วิทยาลัยพยาบาลบรมราชชนนี กรุงเทพ,"Boromarajonani College of Nursing, Bangkok"
21402,วิทยาลัยพยาบาลบรมราชชนนี ขอนแก่น,"Boromarajonani College of Nursing, Khon Kaen"
21403,วิทยาลัยพยาบาลบรมราชชนนี จักรีรัช,"Boromarajonani College of Nursing, Ratchaburi"
21404,วิทยาลัยพยาบาลบรมราชชนนี ชลบุรี,"Boromarajonani College of Nursing, Chon Buri"
21405,วิทยาลัยพยาบาลบรมราชชนนี ชัยนาท,"Boromarajonani College of Nursing, Chai Nat"
21406,วิทยาลัยพยาบาลบรมราชชนนี เชียงใหม่,"Boromarajonani College of Nursing, Chiang Mai"
21407,วิทยาลัยพยาบาลบรมราชชนนี ตรัง,"Boromarajonani College of Nursing, Trang"
21408,วิทยาลัยพยาบาลบรมราชชนนี นนทบุรี,"Boromarajonani College of Nursing, Nonthaburi"
21409,วิทยาลัยพยาบาลบรมราชชนนี นพรัตน์วชิระ,"Boromarajonani College of Nursing, Bangkok"
21410,วิทยาลัยพยาบาลบรมราชชนนี นครลำปาง,"Boromarajonani College of Nursing, Lampang"
21411,วิทยาลัยพยาบาลบรมราชชนนี นครราชสีมา,"Boromarajonani College of Nursing, Nakhon Ratchasima"
21413,วิทยาลัยพยาบาลบรมราชชนนี นครศรีธรรมราช,"Boromarajonani College of Nursing, Nakhon Si Thammarat"
21414,วิทยาลัยพยาบาลบรมราชชนนี นราธิวาส,"Boromarajonani College of Nursing, Narathiwat"
21415,วิทยาลัยพยาบาลบรมราชชนนี พระพุทธบาท,"Boromarajonani College of Nursing, Saraburi"
21416,วิทยาลัยพยาบาลพระจอมเกล้า เพชรบุรี,"Phrachomklao College of Nursing, Phetchaburi"
21417,วิทยาลัยพยาบาลพระปกเกล้า จันทบุรี,"Phrapokklao Nursing College, Chanthaburi"
21418,วิทยาลัยพยาบาลบรมราชชนนี พุทธชินราช,"Boromarajonani College of Nursing, Phitsanulok"
21419,วิทยาลัยพยาบาลบรมราชชนนี พะเยา,"Boromarajonani College of Nursing, Phayao"
21420,วิทยาลัยพยาบาลบรมราชชนนี ยะลา,"Boromarajonani College of Nursing, Yala"
21421,วิทยาลัยพยาบาลบรมราชชนนี ราชบุรี,"Boromarajonani College of Nursing, Ratchaburi"
21422,วิทยาลัยพยาบาลศรีมหาสารคาม,Srimahasarakham Nursing College
21423,วิทยาลัยพยาบาลบรมราชชนนี สระบุรี,"Boromarajonani College of Nursing, Saraburi"
21424,วิทยาลัยพยาบาลบรมราชชนนี สุพรรณบุรี,"Boromarajonani College of Nursing, Suphan Buri"
21425,วิทยาลัยพยาบาลบรมราชชนนี สวรรค์ประชารักษ์,"Boromarajonani College of Nursing, Nakhon Sawan"
21426,วิทยาลัยพยาบาลบรมราชชนนี สุรินทร์,"Boromarajonani College of Nursing, Surin"
21427,วิทยาลัยพยาบาลบรมราชชนนี สรรพสิทธิประสงค์ อุบลราชธานี,"Boromarajonani College of Nursing, Ubon Ratchathani"
21428,วิทยาลัยพยาบาลบรมราชชนนี สุราษฎร์ธานี,"Boromarajonani College of Nursing, Surat Thani"
21429,วิทยาลัยพยาบาลบรมราชชนนี สงขลา,"Boromarajonani College of Nursing, Songkhla"
21430,วิทยาลัยพยาบาลบรมราชชนนี อุตรดิตถ์,"Boromarajonani College of Nursing, Uttaradit"
21431,วิทยาลัยพยาบาลบรมราชชนนี อุดรธานี,"Boromarajonani College of Nursing, Udon Thani"
21432,วิทยาลัยการสาธารณสุขสิรินธร ขอนแก่น,"Sirindhorn College of Public Health, Khon Kaen"
21433,วิทยาลัยการสาธารณสุขสิรินธร ชลบุรี,"Sirindhorn College of Public Health, Chon Buri"
21434,วิทยาลัยการสาธารณสุขสิรินธร ตรัง,"Sirindhorn College of Public Health, Trang"
21435,วิทยาลัยการสาธารณสุขสิรินธร พิษณุโลก,"Sirindhorn College of Public Health, Phitsanulok"
21436,วิทยาลัยการสาธารณสุขสิรินธร ยะลา,"Sirindhorn College of Public Health, Yala"
21437,วิทยาลัยการสาธารณสุขสิรินธร สุพรรณบุรี,"Sirindhorn College of Public Health, Suphan Buri"
21438,วิทยาลัยพยาบาลสรรพสิทธิประสงค์ อุบลราชธานี,"Sappasitthiprasong Nursing College, Ubon Ratchathani"
21439,วิทยาลัยการสาธารณสุขสิรินธร อุบลราชธานี,"Sirindhorn College of Public Health, Ubon Ratchathani"
21440,วิทยาลัยเทคโนโลยีทางการแพทย์และสาธารณสุข กาญจนาภิเษก,Kanchanabhishek Institute of Medical and Public Health Technology
21441,วิทยาลัยพยาบาลบรมราชชนนี แพร่,"Boromarajonani College of Nursing, Phrae"
21442,วิทยาลัยการแพทย์แผนไทยอภัยภูเบศร,Abhaibhubejhr College of Thai Traditional Medicine
21700,วิทยาลัยการชลประทาน,Irrigation College
21800,สถาบันการพยาบาลศรีสวรินทิราสภากาชาดไทย,Srisavarindhira Thai Red Cross Institute of Nursing
21900,สถาบันบัณฑิตพัฒนศิลป์,Bunditpatanasilpa Institute
22000,มหาวิทยาลัยการกีฬาแห่งชาติ,Thailand National Sports University
22001,มหาวิทยาลัยการกีฬาแห่งชาติ วิทยาเขตกระบี่,"Thailand National Sports University — Campus, Krabi (22001)"
22002,มหาวิทยาลัยการกีฬาแห่งชาติ วิทยาเขตกรุงเทพ,"Thailand National Sports University — Campus, Bangkok (22002)"
22003,มหาวิทยาลัยการกีฬาแห่งชาติ วิทยาเขตชลบุรี,"Thailand National Sports University — Campus, Chon Buri (22003)"
22004,มหาวิทยาลัยการกีฬาแห่งชาติ วิทยาเขตชัยภูมิ,"Thailand National Sports University — Campus, Chaiyaphum (22004)"
22005,มหาวิทยาลัยการกีฬาแห่งชาติ วิทยาเขตชุมพร,"Thailand National Sports University — Campus, Chumphon (22005)"
22006,มหาวิทยาลัยการกีฬาแห่งชาติ วิทยาเขตเชียงใหม่,"Thailand National Sports University — Campus, Chiang Mai (22006)"
22007,มหาวิทยาลัยการกีฬาแห่งชาติ วิทยาเขตตรัง,"Thailand National Sports University — Campus, Trang (22007)"
22008,มหาวิทยาลัยการกีฬาแห่งชาติ วิทยาเขตเพชรบูรณ์,"Thailand National Sports University — Campus, Phetchabun (22008)"
22009,มหาวิทยาลัยการกีฬาแห่งชาติ วิทยาเขตมหาสารคาม,"Thailand National Sports University — Campus, Maha Sarakham (22009)"
22010,มหาวิทยาลัยการกีฬาแห่งชาติ วิทยาเขตยะลา,"Thailand National Sports University — Campus, Yala (22010)"
22011,มหาวิทยาลัยการกีฬาแห่งชาติ วิทยาเขตลำปาง,"Thailand National Sports University — Campus, Lampang (22011)"
22012,มหาวิทยาลัยการกีฬาแห่งชาติ วิทยาเขตศรีสะเกษ,"Thailand National Sports University — Campus, Sisaket (22012)"
22013,มหาวิทยาลัยการกีฬาแห่งชาติ วิทยาเขตสมุทรสาคร,"Thailand National Sports University — Campus, Samut Sakhon (22013)"
22014,มหาวิทยาลัยการกีฬาแห่งชาติ วิทยาเขตสุโขทัย,"Thailand National Sports University — Campus, Sukhothai (22014)"
22015,มหาวิทยาลัยการกีฬาแห่งชาติ วิทยาเขตสุพรรณบุรี,"Thailand National Sports University — Campus, Suphan Buri (22015)"
22016,มหาวิทยาลัยการกีฬาแห่งชาติ วิทยาเขตอ่างทอง,"Thailand National Sports University — Campus, Ang Thong (22016)"
22017,มหาวิทยาลัยการกีฬาแห่งชาติ วิทยาเขตอุดรธานี,"Thailand National Sports University — Campus, Udon Thani (22017)"
22100,สถาบันการบินพลเรือน,Civil Aviation Training Center
22400,มหาวิทยาลัยกรุงเทพสุวรรณภูมิ,Bangkok Suvarnabhumi University
22500,วิทยาลัยเทคโนโลยีสยาม,Siam Technology College
22501,วิทยาลัยเทคโนโลยีสยาม วิทยาเขตราชบุรี,"Siam Technology College — Campus, Ratchaburi (22501)"
22600,มหาวิทยาลัยราชพฤกษ์,Rajapruk University
